file	bytes	sha256
gdpr.html	873650	6dd6f1281e1fe635edd863452fb805f2b630adb0381282ca4a66610a141360e5
dpdp_act_2023.pdf	182082	4deb23981d3010c8225a2ff6149e7243dc2268455b299e283afebdd7b72a7d15
